lat,long
44.76903179,-114.8126569
44.79206368,-114.7994193
45.65020057,-113.9701324
45.62551341,-113.9639883
45.60112102,-113.9646924
45.57792451,-113.9649166
45.55785594,-113.9449896
45.53627741,-113.9306552
45.51150977,-113.9396089
45.49770248,-113.9639627
45.48075925,-113.9868029
45.45649211,-113.995186
45.43168852,-113.9935124
45.40669788,-113.993995
44.98489869,-114.3484647
45.00502483,-114.3305343
45.02255228,-114.3128915
45.04107365,-114.2911007
45.06172434,-114.2727101
45.0794531,-114.2514795
45.09453805,-114.230808
45.11596135,-114.2181229
45.13959912,-114.2195506
45.15425214,-114.2470319
45.16268935,-114.2789485
45.17279436,-114.3087338
45.19612871,-114.3177851
45.22192997,-114.3211761
45.24648251,-114.3181758
45.2691076,-114.3328269
45.28757395,-114.3490678
45.29978414,-114.3726613
45.31101506,-114.3992101
45.09516457,-115.3313499
45.11427499,-115.3222189
45.13674541,-115.312696
45.15397697,-115.2915618
45.15815484,-115.2578684
45.16268025,-115.2261972
45.17238967,-115.1934126
45.17688037,-115.1592221
45.16542286,-115.1297765
45.14964112,-115.1056139
45.14913226,-115.0732005
45.14058253,-115.0454937
45.13595992,-115.014114
45.13101945,-114.9801411
45.13021692,-114.9470128
45.11926742,-114.9214636
45.10949211,-114.8932003
45.10460503,-114.8637195
45.10133782,-114.833441
45.1087113,-114.7984388
45.09784139,-114.7679269
45.09412044,-114.7344833
45.35837367,-115.2793352
45.35666114,-115.2561131
45.36116363,-115.2234074
45.37175829,-115.1993346
45.38273671,-115.176465
45.37928582,-115.1500096
45.37267016,-115.1226736
45.38113243,-115.0961532
45.38482679,-115.0628852
45.40339848,-115.0402643
45.41656178,-115.0130856
45.41447596,-114.9808021
45.43530661,-114.9648596
45.45289096,-114.941058
45.75774429,-115.0027632
45.74011715,-115.0217288
45.72348172,-115.0302948
45.70868004,-115.0464296
45.69315884,-115.06485
45.67435673,-115.077392
45.65547916,-115.0955892
45.63642548,-115.1159944
45.61463117,-115.1263745
45.59375635,-115.1428637
45.58059859,-115.1734343
45.49767508,-114.4397975
45.50269895,-114.4704276
45.49110248,-114.5023529
45.48478684,-114.5334947
45.47362068,-114.5524733
45.46615442,-114.5731472
45.44603099,-114.5859401
45.43014388,-114.6081848
45.42555943,-114.6428287
45.42131602,-114.6756901
45.41068636,-114.7059265
45.40260854,-114.7357944
44.82456576,-114.7991416
44.84007766,-114.7841658
44.85306648,-114.7669631
44.87391718,-114.7669201
44.879378,-114.7397014
44.89319469,-114.7312343
44.91608962,-114.7313429
44.93560373,-114.7236051
44.95657542,-114.7341558
44.98029507,-114.7334754
45.00461465,-114.7257272
45.02621928,-114.7275225
45.04925824,-114.7250861
45.07337015,-114.7287482
45.09291806,-114.7312878
45.11644166,-114.7253827
45.14061734,-114.7280499
45.1646285,-114.723391
45.18852395,-114.7137416
45.20308836,-114.6878103
45.22742796,-114.6794599
45.24735047,-114.6597335
45.26518556,-114.63515
45.28173581,-114.606972
44.80418217,-114.8233603
44.80124436,-114.8347587
44.73011694,-114.9438556
44.7449196,-114.9156731
44.75920734,-114.8968492
44.77771292,-114.8737635
44.33532609,-115.4421649
44.34659225,-115.4209974
44.36140787,-115.4086322
44.376255,-115.3930984
44.38865892,-115.3796479
44.40581403,-115.3690818
44.41969334,-115.3621317
44.42866082,-115.3381253
44.42582096,-115.318628
44.42639867,-115.2959604
44.4322822,-115.265804
44.44515289,-115.2409772
44.45955249,-115.2294192
44.47494673,-115.2265281
44.4977352,-115.2374797
44.51848385,-115.2467327
44.51808307,-115.2764103
44.53507144,-115.2928709
44.55742755,-115.2993474
44.58077715,-115.3039904
44.6016722,-115.2850226
44.60595695,-115.2616348
44.62139508,-115.23761
44.63053452,-115.2215363
44.6275511,-115.1963956
44.6459279,-115.177677
44.66356744,-115.1618133
44.68723264,-115.151059
44.70948111,-115.142805
44.72999045,-115.150413
44.74947376,-115.1263256
44.7641751,-115.0967472
44.76353159,-115.070137
44.75147354,-115.0405967
44.73994132,-115.0240954
44.72618425,-115.0161473
44.72173251,-114.9990516
44.7260148,-114.970728
43.89820827,-114.7868645
43.91865367,-114.8044535
43.93775283,-114.8100409
43.95885853,-114.8065007
43.97936732,-114.8080021
43.99521249,-114.8212165
44.0096482,-114.8385649
44.02555477,-114.8398151
44.04750276,-114.8340261
44.06127427,-114.851142
44.08172513,-114.8659358
44.10187434,-114.8644645
44.12470119,-114.8705046
44.14699722,-114.8823756
44.16816519,-114.8925351
44.17348432,-114.9185347
44.19687888,-114.9318618
44.22303646,-114.927223
44.24056382,-114.9046062
44.24715629,-114.8726811
44.26479191,-114.8509631
44.26081098,-114.8233085
44.26325066,-114.7920823
44.26532705,-114.760049
44.26670936,-114.7310257
44.25962408,-114.698155
44.25535718,-114.6719893
44.25389357,-114.6394054
44.25365102,-114.6092067
44.25252487,-114.5776288
44.25364308,-114.5534733
44.25109933,-114.5276987
44.25213212,-114.494105
44.25511685,-114.4698783
44.25466515,-114.4475498
44.26078585,-114.4217334
44.25610356,-114.388159
44.25351415,-114.3520142
44.2672382,-114.3273296
44.28352341,-114.3101017
44.30471613,-114.2964181
44.32928759,-114.2928932
44.34515219,-114.2707771
44.36620603,-114.2641408
44.38544026,-114.2621847
44.40606672,-114.2528692
44.42436973,-114.2312336
44.44345365,-114.2245134
44.46189633,-114.2096473
44.47649981,-114.1920188
44.4976359,-114.1878392
44.51900456,-114.1785546
44.54376331,-114.1785857
44.56873867,-114.1848171
44.59198461,-114.1915275
44.60553147,-114.1656747
44.62784959,-114.1528119
44.63765443,-114.1262781
44.64488271,-114.0923452
44.66797581,-114.0815373
44.68607451,-114.0598068
44.70236162,-114.0429702
44.71826646,-114.022141
44.73649191,-114.004685
44.7531785,-113.9970317
44.77486839,-113.9915062
44.79245824,-114.0012042
44.81182893,-114.0057517
44.83104545,-113.9838475
44.85521134,-113.9789906
44.87896153,-113.9736656
44.8980413,-113.9701386
44.90696617,-113.9623677
44.9290028,-113.9663042
44.95153293,-113.9558046
44.9690196,-113.952983
44.98684883,-113.947162
45.00773752,-113.9334221
45.02628758,-113.9184169
45.05031989,-113.9155143
45.07136419,-113.9161295
45.09049887,-113.8958963
45.11309616,-113.9047086
45.13665146,-113.9090246
45.16205014,-113.9141208
45.18205649,-113.8949441
45.20403896,-113.880994
45.22957174,-113.8880981
45.24910227,-113.899694
45.27223343,-113.9013776
45.29625484,-113.9004385
45.3211553,-113.9100637
45.34034479,-113.9305518
45.3542278,-113.9370952
45.36512539,-113.946447
45.37071491,-113.964293
45.39314923,-113.9752833
45.40589043,-114.0050077
45.39649803,-114.0325443
45.38297283,-114.0643336
45.37600231,-114.0969346
45.3907556,-114.1250853
45.39584168,-114.1596711
45.3935406,-114.1847344
45.40266887,-114.2153393
45.39779026,-114.2320646
45.39050028,-114.2608256
45.37232185,-114.2850986
45.359249,-114.3169757
45.33927757,-114.3405266
45.32702745,-114.3713765
45.31611297,-114.4000103
45.32616294,-114.4304111
45.31597595,-114.4626054
45.30957464,-114.4916537
45.30054209,-114.5197246
45.30162476,-114.5507794
45.29793064,-114.581696
45.30796391,-114.6240979
45.32649682,-114.6487331
45.34547957,-114.671751
45.36489871,-114.6829061
45.37947955,-114.7066356
45.39668491,-114.7286191
45.39193844,-114.7645953
45.39298504,-114.8011041
45.40333169,-114.83355
45.418586,-114.8631483
45.43288179,-114.8880876
45.44899137,-114.9173023
45.46227624,-114.9440669
45.47892744,-114.9703392
45.4965044,-114.9953358
45.50696579,-115.0279529
45.5090875,-115.0601903
45.52028519,-115.0885083
45.53326604,-115.1202126
45.54796537,-115.1518929
45.56512672,-115.1784984
45.56948981,-115.2155466
45.55321265,-115.2414703
45.53899695,-115.2681224
45.53189993,-115.2994304
45.51235931,-115.3224454
45.48828189,-115.334047
45.4748247,-115.3586527
45.47489523,-115.3901287
45.46097987,-115.4208763
45.44027133,-115.4434516
45.41957694,-115.4624742
45.39943675,-115.4780674
45.38334155,-115.5055621
45.38491614,-115.5299091
45.38827416,-115.566839
45.3959271,-115.5999069
45.40838361,-115.6295004
45.42738384,-115.6559983
45.43868772,-115.687992
45.44423508,-115.7232203
45.44706253,-115.7591195
45.46371234,-115.7874558
45.46625915,-115.8237276
45.46107631,-115.8603305
45.45975562,-115.8972648
45.45831671,-115.9346573
45.44428139,-115.9663783
45.42825138,-115.9960315
45.42403917,-116.0326927
45.41726394,-116.0671396
45.40449517,-116.0973682
45.40983414,-116.1281946
45.42708086,-116.1481912
45.41600818,-116.1796991
45.39967518,-116.2064226
45.40750012,-116.241111
45.42027816,-116.2697362
45.41493991,-116.3026305
45.42751772,-116.3104141
45.44696168,-116.3118927
45.47254563,-116.3059123
45.49298352,-116.3120673
45.51271855,-116.3008418
45.53547144,-116.3124653
45.55871455,-116.2989681
45.58223891,-116.2963811
45.60044842,-116.2729566
45.62044411,-116.2928855
45.63139299,-116.2864548
45.65289404,-116.2921961
45.67095392,-116.2848865
45.66789321,-116.3177674
45.6880629,-116.3121195
45.71398326,-116.3177276
45.73496581,-116.307795
45.75303448,-116.3222025
45.77758628,-116.3196343
45.80344558,-116.3151551
45.82769207,-116.3036433
45.85229506,-116.2986346
45.87266842,-116.314563
45.89028688,-116.338574
45.89840935,-116.3712855
45.90130006,-116.4050872
45.91239766,-116.4233231
45.93457776,-116.4379728
45.96070689,-116.4427995
45.97317142,-116.4749613
45.97226674,-116.5110629
45.97361166,-116.547951
45.99187046,-116.5745834
46.00863667,-116.6032537
46.02257761,-116.6146728
46.03650625,-116.6346214
46.01574744,-116.6466674
45.99316248,-116.6545701
45.99868781,-116.6891162
45.98674167,-116.7202046
45.96830973,-116.7423587
45.94447457,-116.7559999
45.91949183,-116.7474926
45.89916554,-116.7310354
45.87516236,-116.7440801
45.86158168,-116.7744512
43.91293645,-114.5604456
43.93453031,-114.5477677
43.95199151,-114.5287367
43.96945887,-114.5073376
43.9897122,-114.4898434
44.01026494,-114.4780834
44.03081567,-114.4619301
44.05361547,-114.4599824
44.07831695,-114.4551926
44.09928715,-114.4429856
44.11861775,-114.4265065
44.13303662,-114.4107138
44.14631683,-114.385047
44.14469554,-114.3549277
44.14241394,-114.3245824
44.15712817,-114.299803
44.17975191,-114.2842572
44.20020807,-114.286262
44.22246199,-114.2848299
44.24246664,-114.3003037
44.26050415,-114.3176193
44.56605614,-113.919761
44.58164874,-113.9315026
44.5971099,-113.9517291
44.61148617,-113.965958
44.62120838,-113.984414
44.631851,-113.9971099
44.64559778,-114.0058998
44.65318902,-114.0206004
44.66957075,-114.0327779
44.68317426,-114.0394835
44.20548672,-113.7026527
44.22583587,-113.6917917
44.24505105,-113.6729838
44.26727102,-113.6613225
44.2900457,-113.654539
44.31169591,-113.6540124
44.33224996,-113.6529617
44.3523094,-113.6639648
44.37021576,-113.6796013
44.38732462,-113.6958116
44.4050405,-113.710769
44.42274664,-113.728961
44.43482035,-113.755802
44.45129452,-113.7807879
44.46497181,-113.807324
44.48729368,-113.816531
44.50460333,-113.8293513
44.52325991,-113.84434
44.53869196,-113.8695534
44.16735162,-113.7083873
44.18829836,-113.7021009
44.69168245,-114.4751118
44.70915774,-114.4973563
44.73126435,-114.4941533
44.75411946,-114.4896873
44.77751187,-114.4775012
44.80167945,-114.4725326
44.81801691,-114.4932087
44.83767335,-114.5095429
44.8543787,-114.5312807
44.8684326,-114.5586335
44.88493386,-114.5852232
44.88320406,-114.6170801
44.89376586,-114.6485235
44.88848722,-114.6831066
44.88943127,-114.714509
44.69936811,-113.3739076
44.70561205,-113.390314
44.71235277,-113.4038197
44.72384677,-113.4183295
44.72917644,-113.4350477
44.73571555,-113.453
44.74895708,-113.4756107
44.76060678,-113.4942518
44.77123343,-113.5156037
44.77800419,-113.5396136
44.79702127,-113.5524551
44.80728198,-113.5699569
44.82054489,-113.5953088
44.83751417,-113.6163557
44.85656697,-113.6187524
44.87828404,-113.6299206
44.90085211,-113.626734
44.9221972,-113.633227
44.94565233,-113.6409519
44.96859522,-113.6467799
44.99085658,-113.6523033
45.01640848,-113.6571085
45.03719178,-113.6719934
45.05678745,-113.6928538
45.07301318,-113.711798
45.09410353,-113.7209538
45.11072449,-113.7428377
45.11540004,-113.7744731
45.13086046,-113.79725
45.1507177,-113.8139343
45.15971324,-113.8400456
45.17021283,-113.8690631
44.92862994,-115.3341443
44.94940602,-115.3521056
44.95755286,-115.3844401
44.9565341,-115.415239
44.96057926,-115.4431846
44.96203556,-115.4741288
44.96789323,-115.4951301
44.91781378,-115.3290509
44.67964152,-113.3540618
44.65003356,-113.3189036
44.62739209,-113.3285599
44.48091262,-113.2541468
44.49555955,-113.2739473
44.51551047,-113.2801594
44.53258181,-113.3007621
44.55087514,-113.3192822
44.57471325,-113.3223724
44.59519401,-113.3326563
45.29854385,-114.595368
